Periodo,Sexo,Edad,Estado civil,Total
2006T1,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"2,3"
2005T4,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"3,6"
2005T3,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"2,3"
2005T2,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"7,2"
2005T1,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,3
2004T4,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"0,7"
2004T3,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"1,1"
2004T2,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"1,7"
2004T1,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"1,2"
2003T4,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"1,5"
2003T3,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"0,8"
2003T2,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"1,2"
2003T1,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"1,2"
2002T4,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"1,3"
2002T3,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"0,8"
2002T2,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"0,5"
2002T1,Hombres,De 60 a 64 años,Separados/Separadas o Divorciados/Divorciadas,"1,1"
2025T1,Hombres,De 65 a 69 años,Total,"5,2"
2024T4,Hombres,De 65 a 69 años,Total,"11,3"
2024T3,Hombres,De 65 a 69 años,Total,"7,9"
2024T2,Hombres,De 65 a 69 años,Total,"5,5"
2024T1,Hombres,De 65 a 69 años,Total,"10,4"
2023T4,Hombres,De 65 a 69 años,Total,"7,8"
2023T3,Hombres,De 65 a 69 años,Total,"7,4"
2023T2,Hombres,De 65 a 69 años,Total,"10,7"
2023T1,Hombres,De 65 a 69 años,Total,9
2022T4,Hombres,De 65 a 69 años,Total,"6,1"
2022T3,Hombres,De 65 a 69 años,Total,"7,2"
2022T2,Hombres,De 65 a 69 años,Total,"8,9"
2022T1,Hombres,De 65 a 69 años,Total,"10,7"
2021T4,Hombres,De 65 a 69 años,Total,"9,3"
2021T3,Hombres,De 65 a 69 años,Total,10
2021T2,Hombres,De 65 a 69 años,Total,"7,7"
2021T1,Hombres,De 65 a 69 años,Total,"5,3"
2020T4,Hombres,De 65 a 69 años,Total,"6,6"
2020T3,Hombres,De 65 a 69 años,Total,7
2020T2,Hombres,De 65 a 69 años,Total,"5,2"
2020T1,Hombres,De 65 a 69 años,Total,"4,7"
2019T4,Hombres,De 65 a 69 años,Total,"4,9"
2019T3,Hombres,De 65 a 69 años,Total,"5,7"
2019T2,Hombres,De 65 a 69 años,Total,"7,6"
2019T1,Hombres,De 65 a 69 años,Total,"4,6"
2018T4,Hombres,De 65 a 69 años,Total,"4,6"
2018T3,Hombres,De 65 a 69 años,Total,"5,4"
2018T2,Hombres,De 65 a 69 años,Total,"5,7"
2018T1,Hombres,De 65 a 69 años,Total,6
2017T4,Hombres,De 65 a 69 años,Total,"4,4"
2017T3,Hombres,De 65 a 69 años,Total,"5,8"
2017T2,Hombres,De 65 a 69 años,Total,"2,7"
2017T1,Hombres,De 65 a 69 años,Total,"3,5"
2016T4,Hombres,De 65 a 69 años,Total,"2,6"
2016T3,Hombres,De 65 a 69 años,Total,"1,5"
2016T2,Hombres,De 65 a 69 años,Total,"2,4"
2016T1,Hombres,De 65 a 69 años,Total,"2,4"
2015T4,Hombres,De 65 a 69 años,Total,"3,7"
2015T3,Hombres,De 65 a 69 años,Total,"3,2"
2015T2,Hombres,De 65 a 69 años,Total,"2,7"
2015T1,Hombres,De 65 a 69 años,Total,"3,2"
2014T4,Hombres,De 65 a 69 años,Total,"4,5"
2014T3,Hombres,De 65 a 69 años,Total,"2,2"
2014T2,Hombres,De 65 a 69 años,Total,"1,7"
2014T1,Hombres,De 65 a 69 años,Total,"4,2"
2013T4,Hombres,De 65 a 69 años,Total,"5,1"
2013T3,Hombres,De 65 a 69 años,Total,"5,4"
2013T2,Hombres,De 65 a 69 años,Total,"4,7"
2013T1,Hombres,De 65 a 69 años,Total,"6,1"
2012T4,Hombres,De 65 a 69 años,Total,"3,5"
2012T3,Hombres,De 65 a 69 años,Total,"3,5"
2012T2,Hombres,De 65 a 69 años,Total,"4,2"
2012T1,Hombres,De 65 a 69 años,Total,"3,1"
2011T4,Hombres,De 65 a 69 años,Total,"1,5"
2011T3,Hombres,De 65 a 69 años,Total,"0,3"
2011T2,Hombres,De 65 a 69 años,Total,"0,1"
2011T1,Hombres,De 65 a 69 años,Total,"1,2"
2010T4,Hombres,De 65 a 69 años,Total,"1,7"
2010T3,Hombres,De 65 a 69 años,Total,"2,4"
2010T2,Hombres,De 65 a 69 años,Total,"4,3"
2010T1,Hombres,De 65 a 69 años,Total,"2,4"
2009T4,Hombres,De 65 a 69 años,Total,"6,4"
2009T3,Hombres,De 65 a 69 años,Total,"1,7"
2009T2,Hombres,De 65 a 69 años,Total,"1,6"
2009T1,Hombres,De 65 a 69 años,Total,"1,3"
2008T4,Hombres,De 65 a 69 años,Total,"1,7"
2008T3,Hombres,De 65 a 69 años,Total,"0,6"
2008T2,Hombres,De 65 a 69 años,Total,"2,5"
2008T1,Hombres,De 65 a 69 años,Total,"0,7"
2007T4,Hombres,De 65 a 69 años,Total,"0,5"
2007T3,Hombres,De 65 a 69 años,Total,"0,2"
2007T2,Hombres,De 65 a 69 años,Total,"1,3"
2007T1,Hombres,De 65 a 69 años,Total,"1,8"
2006T4,Hombres,De 65 a 69 años,Total,"2,1"
2006T3,Hombres,De 65 a 69 años,Total,"0,9"
2006T2,Hombres,De 65 a 69 años,Total,"1,7"
2006T1,Hombres,De 65 a 69 años,Total,"1,3"
2005T4,Hombres,De 65 a 69 años,Total,"1,3"
2005T3,Hombres,De 65 a 69 años,Total,"2,4"
2005T2,Hombres,De 65 a 69 años,Total,"1,1"
2005T1,Hombres,De 65 a 69 años,Total,"0,9"
2004T4,Hombres,De 65 a 69 años,Total,"0,3"
2004T3,Hombres,De 65 a 69 años,Total,"0,4"
2004T2,Hombres,De 65 a 69 años,Total,"1,2"
2004T1,Hombres,De 65 a 69 años,Total,1
2003T4,Hombres,De 65 a 69 años,Total,"0,4"
2003T3,Hombres,De 65 a 69 años,Total,"0,3"
2003T2,Hombres,De 65 a 69 años,Total,"0,9"
2003T1,Hombres,De 65 a 69 años,Total,"1,5"
2002T4,Hombres,De 65 a 69 años,Total,1
2002T3,Hombres,De 65 a 69 años,Total,"0,5"
2002T2,Hombres,De 65 a 69 años,Total,1
2002T1,Hombres,De 65 a 69 años,Total,"1,1"
2025T1,Hombres,De 65 a 69 años,Solteros/Solteras,"0,4"
2024T4,Hombres,De 65 a 69 años,Solteros/Solteras,"1,9"
2024T3,Hombres,De 65 a 69 años,Solteros/Solteras,"2,4"
2024T2,Hombres,De 65 a 69 años,Solteros/Solteras,"1,9"
2024T1,Hombres,De 65 a 69 años,Solteros/Solteras,"5,9"
2023T4,Hombres,De 65 a 69 años,Solteros/Solteras,"3,5"
2023T3,Hombres,De 65 a 69 años,Solteros/Solteras,"1,5"
2023T2,Hombres,De 65 a 69 años,Solteros/Solteras,"1,1"
2023T1,Hombres,De 65 a 69 años,Solteros/Solteras,"1,6"
2022T4,Hombres,De 65 a 69 años,Solteros/Solteras,"1,5"
2022T3,Hombres,De 65 a 69 años,Solteros/Solteras,"1,9"
2022T2,Hombres,De 65 a 69 años,Solteros/Solteras,"2,1"
2022T1,Hombres,De 65 a 69 años,Solteros/Solteras,"0,3"
2021T4,Hombres,De 65 a 69 años,Solteros/Solteras,"0,9"
2021T3,Hombres,De 65 a 69 años,Solteros/Solteras,"1,8"
2021T2,Hombres,De 65 a 69 años,Solteros/Solteras,"0,7"
2021T1,Hombres,De 65 a 69 años,Solteros/Solteras,..
2020T4,Hombres,De 65 a 69 años,Solteros/Solteras,0
2020T3,Hombres,De 65 a 69 años,Solteros/Solteras,"0,8"
2020T2,Hombres,De 65 a 69 años,Solteros/Solteras,"0,2"
2020T1,Hombres,De 65 a 69 años,Solteros/Solteras,"0,2"
2019T4,Hombres,De 65 a 69 años,Solteros/Solteras,"0,4"
2019T3,Hombres,De 65 a 69 años,Solteros/Solteras,2
2019T2,Hombres,De 65 a 69 años,Solteros/Solteras,"1,2"
2019T1,Hombres,De 65 a 69 años,Solteros/Solteras,"0,7"
2018T4,Hombres,De 65 a 69 años,Solteros/Solteras,"0,9"
2018T3,Hombres,De 65 a 69 años,Solteros/Solteras,"0,9"
2018T2,Hombres,De 65 a 69 años,Solteros/Solteras,"0,8"
2018T1,Hombres,De 65 a 69 años,Solteros/Solteras,0
2017T4,Hombres,De 65 a 69 años,Solteros/Solteras,0
2017T3,Hombres,De 65 a 69 años,Solteros/Solteras,0
2017T2,Hombres,De 65 a 69 años,Solteros/Solteras,0
2017T1,Hombres,De 65 a 69 años,Solteros/Solteras,0
2016T4,Hombres,De 65 a 69 años,Solteros/Solteras,0
2016T3,Hombres,De 65 a 69 años,Solteros/Solteras,0
2016T2,Hombres,De 65 a 69 años,Solteros/Solteras,0
2016T1,Hombres,De 65 a 69 años,Solteros/Solteras,"0,3"
2015T4,Hombres,De 65 a 69 años,Solteros/Solteras,"0,8"
2015T3,Hombres,De 65 a 69 años,Solteros/Solteras,"0,2"
2015T2,Hombres,De 65 a 69 años,Solteros/Solteras,0
2015T1,Hombres,De 65 a 69 años,Solteros/Solteras,0
2014T4,Hombres,De 65 a 69 años,Solteros/Solteras,"0,4"
2014T3,Hombres,De 65 a 69 años,Solteros/Solteras,0
2014T2,Hombres,De 65 a 69 años,Solteros/Solteras,"0,3"
2014T1,Hombres,De 65 a 69 años,Solteros/Solteras,"1,3"
2013T4,Hombres,De 65 a 69 años,Solteros/Solteras,"1,2"
2013T3,Hombres,De 65 a 69 años,Solteros/Solteras,"1,3"
2013T2,Hombres,De 65 a 69 años,Solteros/Solteras,"1,4"
2013T1,Hombres,De 65 a 69 años,Solteros/Solteras,"1,4"
2012T4,Hombres,De 65 a 69 años,Solteros/Solteras,"0,1"
2012T3,Hombres,De 65 a 69 años,Solteros/Solteras,"1,1"
2012T2,Hombres,De 65 a 69 años,Solteros/Solteras,"1,5"
2012T1,Hombres,De 65 a 69 años,Solteros/Solteras,"0,7"
2011T4,Hombres,De 65 a 69 años,Solteros/Solteras,"0,5"
2011T3,Hombres,De 65 a 69 años,Solteros/Solteras,0
2011T2,Hombres,De 65 a 69 años,Solteros/Solteras,0
2011T1,Hombres,De 65 a 69 años,Solteros/Solteras,"0,1"
2010T4,Hombres,De 65 a 69 años,Solteros/Solteras,0
2010T3,Hombres,De 65 a 69 años,Solteros/Solteras,0
2010T2,Hombres,De 65 a 69 años,Solteros/Solteras,0
2010T1,Hombres,De 65 a 69 años,Solteros/Solteras,0
2009T4,Hombres,De 65 a 69 años,Solteros/Solteras,0
2009T3,Hombres,De 65 a 69 años,Solteros/Solteras,0
2009T2,Hombres,De 65 a 69 años,Solteros/Solteras,0
2009T1,Hombres,De 65 a 69 años,Solteros/Solteras,0
2008T4,Hombres,De 65 a 69 años,Solteros/Solteras,0
2008T3,Hombres,De 65 a 69 años,Solteros/Solteras,0
2008T2,Hombres,De 65 a 69 años,Solteros/Solteras,"0,9"
2008T1,Hombres,De 65 a 69 años,Solteros/Solteras,0
2007T4,Hombres,De 65 a 69 años,Solteros/Solteras,0
2007T3,Hombres,De 65 a 69 años,Solteros/Solteras,0
2007T2,Hombres,De 65 a 69 años,Solteros/Solteras,0
2007T1,Hombres,De 65 a 69 años,Solteros/Solteras,"0,3"
2006T4,Hombres,De 65 a 69 años,Solteros/Solteras,0
2006T3,Hombres,De 65 a 69 años,Solteros/Solteras,"0,2"
2006T2,Hombres,De 65 a 69 años,Solteros/Solteras,0
2006T1,Hombres,De 65 a 69 años,Solteros/Solteras,0
2005T4,Hombres,De 65 a 69 años,Solteros/Solteras,"0,2"
2005T3,Hombres,De 65 a 69 años,Solteros/Solteras,"0,1"
2005T2,Hombres,De 65 a 69 años,Solteros/Solteras,0
2005T1,Hombres,De 65 a 69 años,Solteros/Solteras,0
2004T4,Hombres,De 65 a 69 años,Solteros/Solteras,0
2004T3,Hombres,De 65 a 69 años,Solteros/Solteras,"0,4"
2004T2,Hombres,De 65 a 69 años,Solteros/Solteras,"0,3"
2004T1,Hombres,De 65 a 69 años,Solteros/Solteras,"0,5"
2003T4,Hombres,De 65 a 69 años,Solteros/Solteras,0
2003T3,Hombres,De 65 a 69 años,Solteros/Solteras,"0,3"
2003T2,Hombres,De 65 a 69 años,Solteros/Solteras,"0,3"
2003T1,Hombres,De 65 a 69 años,Solteros/Solteras,"1,2"
2002T4,Hombres,De 65 a 69 años,Solteros/Solteras,"0,9"
2002T3,Hombres,De 65 a 69 años,Solteros/Solteras,0
2002T2,Hombres,De 65 a 69 años,Solteros/Solteras,0
2002T1,Hombres,De 65 a 69 años,Solteros/Solteras,0
2025T1,Hombres,De 65 a 69 años,Casados/Casadas,"4,5"
2024T4,Hombres,De 65 a 69 años,Casados/Casadas,"9,1"
2024T3,Hombres,De 65 a 69 años,Casados/Casadas,"3,9"
2024T2,Hombres,De 65 a 69 años,Casados/Casadas,"2,8"
2024T1,Hombres,De 65 a 69 años,Casados/Casadas,"4,1"
2023T4,Hombres,De 65 a 69 años,Casados/Casadas,4
2023T3,Hombres,De 65 a 69 años,Casados/Casadas,"3,8"
2023T2,Hombres,De 65 a 69 años,Casados/Casadas,"8,5"
2023T1,Hombres,De 65 a 69 años,Casados/Casadas,"3,8"
2022T4,Hombres,De 65 a 69 años,Casados/Casadas,"3,3"
2022T3,Hombres,De 65 a 69 años,Casados/Casadas,"2,1"
2022T2,Hombres,De 65 a 69 años,Casados/Casadas,6
2022T1,Hombres,De 65 a 69 años,Casados/Casadas,"8,9"
2021T4,Hombres,De 65 a 69 años,Casados/Casadas,"7,3"
2021T3,Hombres,De 65 a 69 años,Casados/Casadas,"8,1"
2021T2,Hombres,De 65 a 69 años,Casados/Casadas,7
2021T1,Hombres,De 65 a 69 años,Casados/Casadas,"5,3"
2020T4,Hombres,De 65 a 69 años,Casados/Casadas,"5,8"
2020T3,Hombres,De 65 a 69 años,Casados/Casadas,"5,5"
2020T2,Hombres,De 65 a 69 años,Casados/Casadas,"4,3"
2020T1,Hombres,De 65 a 69 años,Casados/Casadas,"3,4"
2019T4,Hombres,De 65 a 69 años,Casados/Casadas,"3,1"
2019T3,Hombres,De 65 a 69 años,Casados/Casadas,"2,9"
2019T2,Hombres,De 65 a 69 años,Casados/Casadas,"5,2"
2019T1,Hombres,De 65 a 69 años,Casados/Casadas,"3,8"
2018T4,Hombres,De 65 a 69 años,Casados/Casadas,"3,1"
2018T3,Hombres,De 65 a 69 años,Casados/Casadas,"3,3"
2018T2,Hombres,De 65 a 69 años,Casados/Casadas,"4,1"
2018T1,Hombres,De 65 a 69 años,Casados/Casadas,"4,4"
2017T4,Hombres,De 65 a 69 años,Casados/Casadas,"3,2"
2017T3,Hombres,De 65 a 69 años,Casados/Casadas,"4,5"
2017T2,Hombres,De 65 a 69 años,Casados/Casadas,"1,4"
2017T1,Hombres,De 65 a 69 años,Casados/Casadas,"2,7"
2016T4,Hombres,De 65 a 69 años,Casados/Casadas,"2,2"
2016T3,Hombres,De 65 a 69 años,Casados/Casadas,"0,9"
2016T2,Hombres,De 65 a 69 años,Casados/Casadas,"2,4"
2016T1,Hombres,De 65 a 69 años,Casados/Casadas,"2,1"
2015T4,Hombres,De 65 a 69 años,Casados/Casadas,"2,9"
2015T3,Hombres,De 65 a 69 años,Casados/Casadas,"2,5"
2015T2,Hombres,De 65 a 69 años,Casados/Casadas,"1,6"
2015T1,Hombres,De 65 a 69 años,Casados/Casadas,"1,4"
2014T4,Hombres,De 65 a 69 años,Casados/Casadas,"1,7"
2014T3,Hombres,De 65 a 69 años,Casados/Casadas,"1,7"
2014T2,Hombres,De 65 a 69 años,Casados/Casadas,"1,2"
2014T1,Hombres,De 65 a 69 años,Casados/Casadas,"2,8"
2013T4,Hombres,De 65 a 69 años,Casados/Casadas,"3,5"
2013T3,Hombres,De 65 a 69 años,Casados/Casadas,"3,6"
2013T2,Hombres,De 65 a 69 años,Casados/Casadas,3
2013T1,Hombres,De 65 a 69 años,Casados/Casadas,"4,7"
2012T4,Hombres,De 65 a 69 años,Casados/Casadas,"3,2"
2012T3,Hombres,De 65 a 69 años,Casados/Casadas,"2,2"
2012T2,Hombres,De 65 a 69 años,Casados/Casadas,"2,5"
2012T1,Hombres,De 65 a 69 años,Casados/Casadas,"2,4"
2011T4,Hombres,De 65 a 69 años,Casados/Casadas,1
2011T3,Hombres,De 65 a 69 años,Casados/Casadas,"0,3"
2011T2,Hombres,De 65 a 69 años,Casados/Casadas,0
2011T1,Hombres,De 65 a 69 años,Casados/Casadas,"1,1"
2010T4,Hombres,De 65 a 69 años,Casados/Casadas,"1,7"
2010T3,Hombres,De 65 a 69 años,Casados/Casadas,"2,3"
2010T2,Hombres,De 65 a 69 años,Casados/Casadas,"3,5"
2010T1,Hombres,De 65 a 69 años,Casados/Casadas,"1,4"
2009T4,Hombres,De 65 a 69 años,Casados/Casadas,"4,5"
2009T3,Hombres,De 65 a 69 años,Casados/Casadas,"0,7"
2009T2,Hombres,De 65 a 69 años,Casados/Casadas,"1,4"
2009T1,Hombres,De 65 a 69 años,Casados/Casadas,"0,9"
2008T4,Hombres,De 65 a 69 años,Casados/Casadas,"0,6"
2008T3,Hombres,De 65 a 69 años,Casados/Casadas,"0,4"
2008T2,Hombres,De 65 a 69 años,Casados/Casadas,"1,2"
2008T1,Hombres,De 65 a 69 años,Casados/Casadas,"0,5"
2007T4,Hombres,De 65 a 69 años,Casados/Casadas,"0,5"
2007T3,Hombres,De 65 a 69 años,Casados/Casadas,"0,2"
2007T2,Hombres,De 65 a 69 años,Casados/Casadas,"1,3"
2007T1,Hombres,De 65 a 69 años,Casados/Casadas,"1,3"
2006T4,Hombres,De 65 a 69 años,Casados/Casadas,"1,1"
2006T3,Hombres,De 65 a 69 años,Casados/Casadas,"0,5"
2006T2,Hombres,De 65 a 69 años,Casados/Casadas,"1,4"
2006T1,Hombres,De 65 a 69 años,Casados/Casadas,"1,3"
2005T4,Hombres,De 65 a 69 años,Casados/Casadas,"0,7"
2005T3,Hombres,De 65 a 69 años,Casados/Casadas,"2,2"
2005T2,Hombres,De 65 a 69 años,Casados/Casadas,"0,9"
2005T1,Hombres,De 65 a 69 años,Casados/Casadas,"0,7"
2004T4,Hombres,De 65 a 69 años,Casados/Casadas,0
2004T3,Hombres,De 65 a 69 años,Casados/Casadas,0
2004T2,Hombres,De 65 a 69 años,Casados/Casadas,"0,9"
2004T1,Hombres,De 65 a 69 años,Casados/Casadas,"0,5"
2003T4,Hombres,De 65 a 69 años,Casados/Casadas,"0,4"
2003T3,Hombres,De 65 a 69 años,Casados/Casadas,0
2003T2,Hombres,De 65 a 69 años,Casados/Casadas,"0,6"
2003T1,Hombres,De 65 a 69 años,Casados/Casadas,"0,3"
2002T4,Hombres,De 65 a 69 años,Casados/Casadas,"0,1"
2002T3,Hombres,De 65 a 69 años,Casados/Casadas,"0,5"
2002T2,Hombres,De 65 a 69 años,Casados/Casadas,1
2002T1,Hombres,De 65 a 69 años,Casados/Casadas,"1,1"
2025T1,Hombres,De 65 a 69 años,Viudos/Viudas,..
2024T4,Hombres,De 65 a 69 años,Viudos/Viudas,..
2024T3,Hombres,De 65 a 69 años,Viudos/Viudas,..
2024T2,Hombres,De 65 a 69 años,Viudos/Viudas,..
2024T1,Hombres,De 65 a 69 años,Viudos/Viudas,..
2023T4,Hombres,De 65 a 69 años,Viudos/Viudas,..
2023T3,Hombres,De 65 a 69 años,Viudos/Viudas,..
2023T2,Hombres,De 65 a 69 años,Viudos/Viudas,"0,4"
2023T1,Hombres,De 65 a 69 años,Viudos/Viudas,"0,2"
2022T4,Hombres,De 65 a 69 años,Viudos/Viudas,..
2022T3,Hombres,De 65 a 69 años,Viudos/Viudas,"0,2"
2022T2,Hombres,De 65 a 69 años,Viudos/Viudas,"0,2"
2022T1,Hombres,De 65 a 69 años,Viudos/Viudas,"0,3"
2021T4,Hombres,De 65 a 69 años,Viudos/Viudas,..
2021T3,Hombres,De 65 a 69 años,Viudos/Viudas,..
2021T2,Hombres,De 65 a 69 años,Viudos/Viudas,..
2021T1,Hombres,De 65 a 69 años,Viudos/Viudas,..
2020T4,Hombres,De 65 a 69 años,Viudos/Viudas,"0,5"
2020T3,Hombres,De 65 a 69 años,Viudos/Viudas,"0,4"
2020T2,Hombres,De 65 a 69 años,Viudos/Viudas,"0,4"
2020T1,Hombres,De 65 a 69 años,Viudos/Viudas,"0,7"
2019T4,Hombres,De 65 a 69 años,Viudos/Viudas,"0,6"
2019T3,Hombres,De 65 a 69 años,Viudos/Viudas,"0,4"
2019T2,Hombres,De 65 a 69 años,Viudos/Viudas,"0,9"
2019T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2018T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2018T3,Hombres,De 65 a 69 años,Viudos/Viudas,0
2018T2,Hombres,De 65 a 69 años,Viudos/Viudas,"0,3"
2018T1,Hombres,De 65 a 69 años,Viudos/Viudas,"0,7"
2017T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2017T3,Hombres,De 65 a 69 años,Viudos/Viudas,0
2017T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2017T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2016T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2016T3,Hombres,De 65 a 69 años,Viudos/Viudas,0
2016T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2016T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2015T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2015T3,Hombres,De 65 a 69 años,Viudos/Viudas,"0,5"
2015T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2015T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2014T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2014T3,Hombres,De 65 a 69 años,Viudos/Viudas,0
2014T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2014T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2013T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2013T3,Hombres,De 65 a 69 años,Viudos/Viudas,0
2013T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2013T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2012T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2012T3,Hombres,De 65 a 69 años,Viudos/Viudas,0
2012T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2012T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2011T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2011T3,Hombres,De 65 a 69 años,Viudos/Viudas,0
2011T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2011T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2010T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2010T3,Hombres,De 65 a 69 años,Viudos/Viudas,"0,1"
2010T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2010T1,Hombres,De 65 a 69 años,Viudos/Viudas,"0,4"
2009T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2009T3,Hombres,De 65 a 69 años,Viudos/Viudas,0
2009T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2009T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2008T4,Hombres,De 65 a 69 años,Viudos/Viudas,"0,2"
2008T3,Hombres,De 65 a 69 años,Viudos/Viudas,"0,2"
2008T2,Hombres,De 65 a 69 años,Viudos/Viudas,"0,2"
2008T1,Hombres,De 65 a 69 años,Viudos/Viudas,"0,2"
2007T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2007T3,Hombres,De 65 a 69 años,Viudos/Viudas,0
2007T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2007T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2006T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2006T3,Hombres,De 65 a 69 años,Viudos/Viudas,0
2006T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2006T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2005T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2005T3,Hombres,De 65 a 69 años,Viudos/Viudas,0
2005T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2005T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2004T4,Hombres,De 65 a 69 años,Viudos/Viudas,"0,3"
2004T3,Hombres,De 65 a 69 años,Viudos/Viudas,0
2004T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2004T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2003T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2003T3,Hombres,De 65 a 69 años,Viudos/Viudas,0
2003T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2003T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2002T4,Hombres,De 65 a 69 años,Viudos/Viudas,0
2002T3,Hombres,De 65 a 69 años,Viudos/Viudas,0
2002T2,Hombres,De 65 a 69 años,Viudos/Viudas,0
2002T1,Hombres,De 65 a 69 años,Viudos/Viudas,0
2025T1,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"0,2"
2024T4,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"0,2"
2024T3,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"1,6"
2024T2,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"0,8"
2024T1,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"0,4"
2023T4,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"0,2"
2023T3,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"2,1"
2023T2,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"0,7"
2023T1,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"3,4"
2022T4,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"1,3"
2022T3,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,3
2022T2,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"0,6"
2022T1,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"1,3"
2021T4,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"1,1"
2021T3,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,..
2021T2,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,..
2021T1,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,..
2020T4,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"0,2"
2020T3,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"0,3"
2020T2,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"0,3"
2020T1,Hombres,De 65 a 69 años,Separados/Separadas o Divorciados/Divorciadas,"0,5"
